Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
70,"MJ Wisdom","A model to evaluate elk habitat in western Oregon",1986,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=IX1Z9hVxu40C&oi=fnd&pg=PA5&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=5uQq9Sdbkq&sig=jujOhmauF6oG8YtCbt3KAQkreEQ","https://scholar.google.com/scholar?cites=3795180966806813581&as_sdt=2005&sciodt=0,5&hl=en",698,"2025-02-25 15:34:16","BOOK","","","",,,,,70,1.79,70,1,39,"… and forest managers to evaluate elk habitat on National Forest, … thinning, or shelterwood cutting. After treatment application, … deer use of logged and mature forest, northern Vancouver …","https://books.google.com/books?hl=en&lr=&id=IX1Z9hVxu40C&oi=fnd&pg=PA5&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=5uQq9Sdbkq&sig=jujOhmauF6oG8YtCbt3KAQkreEQ","https://scholar.google.com/scholar?q=related:jfvXSPswqzQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
11,"JD Ives, V Dow","A mountain environmental atlas: the Indian Peaks area, Colorado Front Range, USA A prospectus",1982,"Mountain Research and Development","JSTOR","https://www.jstor.org/stable/25163989","https://scholar.google.com/scholar?cites=12212169215550989759&as_sdt=2005&sciodt=0,5&hl=en",607,"2025-02-25 15:34:16","","","","",,,,,11,0.26,6,2,43,"… the possibilities of apply ing remote-sensing techniques to the … cipitation provides sufficient moisture for vigorous forest growth … and sub division of the alpine soil groups: Scott Burns. 4. …","https://www.jstor.org/stable/pdf/25163989.pdf","https://scholar.google.com/scholar?q=related:v6Xg3TJXeqkJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"K Werley, G Walton","A Preliminary Evidence-Based Approach for Forecasting Cut Slope Deterioration",2024,"","rosap.ntl.bts.gov","https://rosap.ntl.bts.gov/view/dot/78151","",208,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,2,1,"… to weathering since excavation of the cut slope, scaling, and rock … for seven Colorado cut slopes monitored with remote sensing. … of magnitude of the remote sensingbased MCF curves. …","https://rosap.ntl.bts.gov/view/dot/78151/dot_78151_DS1.pdf","https://scholar.google.com/scholar?q=related:yDrnnhsyyE0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
4,"JW Fischer","A regional GIS-based analysis of elk habitat suitability in northwestern Nebraska",2002,"","digitalcommons.unl.edu","https://digitalcommons.unl.edu/natresdiss/105/","https://scholar.google.com/scholar?cites=1693905956282987894&as_sdt=2005&sciodt=0,5&hl=en",445,"2025-02-25 15:34:16","","","","",,,,,4,0.17,4,1,23,"… This thesis will explore the usefulness of combining GIS and remote sensing to answer … with coniferous forests in the western US and mixed conifer-hardwood forests in the eastern …","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1102&context=natresdiss","https://scholar.google.com/scholar?q=related:dnUqF372gRcJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"M Manjusha, V Sunitha","A review of advanced pavement distress evaluation techniques using unmanned aerial vehicles",2023,"International Journal of Pavement …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10298436.2023.2268796","https://scholar.google.com/scholar?cites=5367169945293711454&as_sdt=2005&sciodt=0,5&hl=en",501,"2025-02-25 15:34:16","","10.1080/10298436.2023.2268796","","",,,,,3,1.50,2,2,2,"… The use of cutting-edge techniques and technology in various … Ground Sample Distance (GSD): The ground sampling … Additional remote sensing data from UAVs, like as LiDAR and …","https://www.tandfonline.com/doi/pdf/10.1080/10298436.2023.2268796","https://scholar.google.com/scholar?q=related:Xmhi9qAEfEoJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"OF Obi, L Lebel, F Latterini","A review of applications of data envelopment analysis in forest engineering",2023,"Current Forestry Reports","Springer","https://link.springer.com/article/10.1007/s40725-023-00183-4","https://scholar.google.com/scholar?cites=12611343821057446731&as_sdt=2005&sciodt=0,5&hl=en",106,"2025-02-25 15:34:16","HTML","10.1007/s40725-023-00183-4","","",,,,,3,1.50,1,3,2,"… , soil rut in connection with forest operations or other soil … as forest management companies, logging contractors, and … of precision and remote sensing technologies in forest engineering …","https://link.springer.com/article/10.1007/s40725-023-00183-4","https://scholar.google.com/scholar?q=related:S1NyMmN-BK8J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"P Knudsen","A review of forestry's impacts on methylmercury in aquatic ecosystems and recommendations for best management practices in Ontario's boreal forest",2023,"","thesis.lakeheadu.ca","https://thesis.lakeheadu.ca/handle/2453/5174","",164,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,2,"… the soil with logging residue or logging mats, site prep in a manner that minimizes … Impact of wildfire and clear-cutting in the boreal forest on methyl mercury in zooplankton. Canadian …","https://thesis.lakeheadu.ca/bitstream/handle/2453/5174/KnudsenP2023b-1a.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:eFfO75sS02kJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
18,"B Talbot, R Astrup","A review of sensors, sensor-platforms and methods used in 3D modelling of soil displacement after timber harvesting",2021,"… : Journal for Theory and Application of Forestry …","hrcak.srce.hr","https://hrcak.srce.hr/255250","https://scholar.google.com/scholar?cites=15652652224716739391&as_sdt=2005&sciodt=0,5&hl=en",5,"2025-02-25 15:34:16","","","","",,,,,18,4.50,9,2,4,"… Following forest operations, wheel rutting and soil … space-borne remote sensing platforms used in forestry. Common for all … Individual log and load sizes were recorded for all 6 machine …","https://hrcak.srce.hr/file/370948","https://scholar.google.com/scholar?q=related:PxP4XkRkOdkJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"T Bruce, A Rasmus","A review of Sensors, Sensor-Platforms and Methods Used in 3D Modelling of Soil Displacement after Timber Harvesting",,"crojfe.com","","https://crojfe.com/archive/volume-42-no.1/a-review-of-sensors-sensor-platforms-and-methods-used-in-3d-modelling-of-soil-displacement-after-timber-harvesting/","",97,"2025-02-25 15:34:16","HTML","","","",,,,,0,0.00,0,2,,"… Following forest operations, wheel rutting and soil … space-borne remote sensing platforms used in forestry. Common for all … Individual log and load sizes were recorded for all 6 machine …","https://crojfe.com/archive/volume-42-no.1/a-review-of-sensors-sensor-platforms-and-methods-used-in-3d-modelling-of-soil-displacement-after-timber-harvesting/","https://scholar.google.com/scholar?q=related:2O7Pmx7XwF0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
26,"J Williams-Mounsey, R Grayson, A Crowle…","A review of the effects of vehicular access roads on peatland ecohydrological processes",2021,"Earth-Science …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0012825221000271","https://scholar.google.com/scholar?cites=521877418680046944&as_sdt=2005&sciodt=0,5&hl=en",288,"2025-02-25 15:34:16","","","","",,,,,26,6.50,7,4,4,"… Timber forestry for fuel and export has also caused extensive losses … soil were recorded on abandoned seismic trails at Fort McMurray, Canada (Davidson et al., 2020). Remote sensing …","https://eprints.whiterose.ac.uk/170507/1/Review%20of%20peatland%20tracks%20and%20roads%20ESR%20no%20tracking%202021.pdf","https://scholar.google.com/scholar?q=related:YNW4TL8UPgcJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"J Yu, Q Zhao, Z Yu, Y Liu, S Ding","A review of the sediment production and transport processes of forest road erosion",2024,"Forests","mdpi.com","https://www.mdpi.com/1999-4907/15/3/454","https://scholar.google.com/scholar?cites=14591520344822146965&as_sdt=2005&sciodt=0,5&hl=en",203,"2025-02-25 15:34:16","HTML","","","",,,,,3,3.00,1,5,1,"… protecting soil resources and mitigating forest … forest road prism, cut slopes consistently stand out as the major contributors to sediment yield [40,41], accounting for 70%–90% of total soil …","https://www.mdpi.com/1999-4907/15/3/454","https://scholar.google.com/scholar?q=related:lWcCxnF-f8oJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
16,"C Urmson, J Anhalt, D Bartz, M Clark, T Galatali…","A robust approach to high-speed navigation for unrehearsed desert terrain",2007,"The 2005 DARPA Grand …","Springer","https://link.springer.com/chapter/10.1007/978-3-540-73429-1_2","https://scholar.google.com/scholar?cites=3916972263340464124&as_sdt=2005&sciodt=0,5&hl=en",797,"2025-02-25 15:34:16","","10.1007/978-3-540-73429-1_2","","",,,,,16,0.89,3,6,18,"This article presents a robust approach to navigating at high-speed across desert terrain. A central theme of this approach is the combination of simple ideas and components to build a …","","https://scholar.google.com/scholar?q=related:_Fd3P4XhWzYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
241,"C Urmson, C Ragusa, D Ray, J Anhalt…","A robust approach to high‐speed navigation for unrehearsed desert terrain",2006,"Journal of Field …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/rob.20126","https://scholar.google.com/scholar?cites=13398673358321622168&as_sdt=2005&sciodt=0,5&hl=en",722,"2025-02-25 15:34:16","","10.1002/rob.20126","","",,,,,241,12.68,48,5,19,"… to terrain features (ie, an H1’s ground clearance is much larger than that of a conventional … The actuator is a simple dc motor with analog position feedback. An ECM reads this position …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/rob.20126","https://scholar.google.com/scholar?q=related:mBxAIG6m8bkJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
42,"D Lubello","A rule-based SDSS for integrated forest harvesting planning",2008,"","tesidottorato.depositolegale.it","https://tesidottorato.depositolegale.it/bitstream/20.500.14242/174784/1/Tesi_dottorato_Lubello.pdf","https://scholar.google.com/scholar?cites=13921768076045857759&as_sdt=2005&sciodt=0,5&hl=en",21,"2025-02-25 15:34:16","PDF","","","",,,,,42,2.47,42,1,17,"… 55 partners of which take part forest enterprises (which are cutting logs, firewood, selling and … Inside productive forests lying on gentle soils the value may increase up to 50 m/ha. On …","https://tesidottorato.depositolegale.it/bitstream/20.500.14242/174784/1/Tesi_dottorato_Lubello.pdf","https://scholar.google.com/scholar?q=related:3zMW8k0ONMEJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
15,"SL Pimm","A scientist audits the Earth",2004,"","Rutgers University Press","","https://scholar.google.com/scholar?cites=12741196604014047705&as_sdt=2005&sciodt=0,5&hl=en",407,"2025-02-25 15:34:16","CITATION","","","",,,,,15,0.71,15,1,21,"","","https://scholar.google.com/scholar?q=related:2bGrO87S0bAJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"WNM Kronenberg","A seasonal feast: The use of moose slaughter remains by the boreal forest scavenger community in south-eastern Norway",2018,"","brage.inn.no","https://brage.inn.no/inn-xmlui/handle/11250/2585123","https://scholar.google.com/scholar?cites=12426971364500867289&as_sdt=2005&sciodt=0,5&hl=en",668,"2025-02-25 15:34:16","","","","",,,,,2,0.29,2,1,7,"… I conclude that moose hunting remains are an important food source for a wide range of scavenger species in the Norwegian boreal forest. Especially in the first period of the moose …","https://brage.inn.no/inn-xmlui/bitstream/handle/11250/2585123/Kronenberg.pdf?isAllowed=y&sequence=1","https://scholar.google.com/scholar?q=related:2YgGd514dawJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
15,"GJ Retallack","A short history and long future for Paleopedology",2013,"","pubs.geoscienceworld.org","https://pubs.geoscienceworld.org/sepm/books/edited-volume/1947/chapter/11787434","https://scholar.google.com/scholar?cites=8908048115176109273&as_sdt=2005&sciodt=0,5&hl=en",522,"2025-02-25 15:34:16","","","","",,,,,15,1.25,15,1,12,"… of buried soils, geological unconformities, and fossil forests, but the … “Fossil forests” of preserved stumps and logs were widely … , but they are only known by remote sensing ( 38 ). Gypsic …","","https://scholar.google.com/scholar?q=related:2fQoW5C-n3sJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
4,"CP Cardozo","A spatially integrated modelling approach to landslide risk assessment: a case study of the Nova Friburgo disaster-RJ, Brazil",2018,"São Paulo","bibdigital.sid.inpe.br","http://bibdigital.sid.inpe.br/sid.inpe.br/mtc-m21c/2018/03.12.14.01","https://scholar.google.com/scholar?cites=932996828212991335&as_sdt=2005&sciodt=0,5&hl=en",808,"2025-02-25 15:34:16","PDF","","","",,,,,4,0.57,4,1,7,"… Gases or liquids filling the pores of the soil form part of the soil”. … Nowadays, existing forest patches are represented by a secondary forest. Nova Friburgo is the highest rainfall zone in …","http://bibdigital.sid.inpe.br/sid.inpe.br/mtc-m21c/2018/03.12.14.01","https://scholar.google.com/scholar?q=related:Z5UzCqyr8gwJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"FM Ingels, RW Boyd, E Bryant, BT Chapin, RT Jones…","A study for the application of remote sensing data to land use planning on the Mississippi Gulf Coast",1974,"","ntrs.nasa.gov","https://ntrs.nasa.gov/api/citations/19740026620/downloads/19740026620.pdf","https://scholar.google.com/scholar?cites=9977319706830399333&as_sdt=2005&sciodt=0,5&hl=en",84,"2025-02-25 15:34:16","PDF","","","",,,,,1,0.02,0,6,51,"… The officials at Gulf Regional felt ERTS data could be used for soil conservation, forestry, and topographic detail purposes. They felt ERTS data would lrovlde a good supplement to …","https://ntrs.nasa.gov/api/citations/19740026620/downloads/19740026620.pdf","https://scholar.google.com/scholar?q=related:ZWchSGmPdooJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
7,"HL Gary","A summary of research at the Manitou experimental forest in Colorado, 1937-1983",1985,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=fsioj0GUBOEC&oi=fnd&pg=PA1&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=gu0akzz4XP&sig=cuooMu3UtLt32kBDvm4_yly2HZw","https://scholar.google.com/scholar?cites=14195061658745384961&as_sdt=2005&sciodt=0,5&hl=en",632,"2025-02-25 15:34:16","HTML","","","",,,,,7,0.18,7,1,40,"… Surface soils on the western side of the forest are brown to … conifer forests, and are perhaps eliminated in logged areas … Land classification through remote sensing-Techniques and …","https://books.google.com/books?hl=en&lr=&id=fsioj0GUBOEC&oi=fnd&pg=PA1&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=gu0akzz4XP&sig=cuooMu3UtLt32kBDvm4_yly2HZw","https://scholar.google.com/scholar?q=related:ATBJtl79_sQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
14,"D DeArmond, F Emmert, ACM Pinto, AJN Lima…","A systematic review of logging impacts in the Amazon biome",2023,"Forests","mdpi.com","https://www.mdpi.com/1999-4907/14/1/81","https://scholar.google.com/scholar?cites=15845588118104428232&as_sdt=2005&sciodt=0,5&hl=en",55,"2025-02-25 15:34:16","HTML","","","",,,,,14,7.00,3,5,2,"… Remote sensing technology comparisons for use in the study … Even so, logged forests still had lower soil available water … 30-year cutting cycle would result in lower stand above-ground …","https://www.mdpi.com/1999-4907/14/1/81","https://scholar.google.com/scholar?q=related:yM7DnHDW5tsJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
